category,department,shelf_life_days,days_remaining,initial_stock,current_stock,base_price,dynamic_price,elasticity,restock_frequency_days,carbon_score,predicted_daily_sales,days_until_restock,days_stock_lasts,risk_score,forecasted_waste_units,forecasted_waste_value,recommended_action,co2_saved_kg,meals_saved,water_saved_liters,energy_saved_kwh,sustainability_score,efficiency_ratio,overstock_score
0,3,491,0,94,0,4.56,4.56,0.52,8,8.12,16.72,6,4.066985812953202,77.28,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,3,0,419,0,1.77,1.77,0.13,2,7.15,2.12,0,134.43396952110703,77.3,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,3,0,291,0,4.58,4.58,0.25,2,4.1,37.29,0,1.662644099699755,63.9,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,11,0,322,0,8.34,8.34,1.94,1,7.95,31.45,0,9.284578471110612,71.8,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,25,0,361,0,8.03,8.03,1.0,1,7.58,8.25,0,11.515151515151516,70.32,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,4,351,178,149,21,7.1,7.1,1.26,8,6.86,64.03,6,1.9678276183372376,49.16,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.33
1,6,567,483,365,269,6.61,6.61,1.79,12,4.63,48.6,10,7.263374713642598,54.45,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,5.38
0,3,570,42,393,93,4.03,2.71,0.74,11,1.99,49.02,6,3.569971406891,59.0,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,1.9
1,1,6,0,215,0,1.53,1.53,0.14,1,7.68,81.12,0,2.5271202300179607,79.32,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,622,522,261,0,2.52,2.52,0.46,12,2.49,60.45,1,1.1083539975912822,21.79,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,55,1,371,5784,9.54,5.9,0.0,2,4.73,9.79,1,28.600612981718776,98.19,5775,55093.5,0,27315.75,19250.0,288750,1443.75,100.0,0.496,642.67
1,2,552,370,107,0,71.8,71.8,14.82,8,6.38,55.96,6,0.4110078694833621,38.71,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,13,0,419,0,4.96,4.96,1.06,1,2.89,17.71,0,12.817617828056443,51.56,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,569,256,176,46,9.89,9.89,1.46,7,5.32,26.21,2,2.8233499650840934,53.9,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,1.77
1,4,327,68,383,938,5.7,4.61,1.01,9,5.09,22.82,9,8.501314749973504,82.04,0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,42.64
1,7,5,0,122,0,6.19,6.19,1.12,1,4.56,75.16,0,1.224055288948585,58.24,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,2,333,179,271,303,64.91,64.91,14.99,9,5.96,27.41,2,8.901860684360312,72.34,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,10.82
1,7,4,0,59,0,6.67,6.67,1.58,2,2.86,37.64,0,0.5579171185049305,51.44,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,506,0,258,0,4.38,4.38,0.5,10,5.08,19.66,7,3.458799619927311,65.32,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,535,257,82,43,3.39,3.39,0.39,8,2.93,13.23,5,5.668934436510374,60.11,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,3.58
1,5,6,0,168,0,1.63,1.63,0.17,1,2.68,69.62,0,1.307095610599751,59.02,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,9,0,167,0,4.29,4.29,0.37,1,4.77,36.95,0,2.7604870877920296,65.38,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,7,0,56,0,6.64,6.64,0.82,2,4.14,65.94,0,0.6672732540326798,58.36,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,7,0,157,0,1.54,1.54,0.18,2,4.61,16.76,0,6.145584641610221,66.64,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,4,571,206,199,633,13.52,13.52,2.76,7,5.0,13.49,0,4.670126098510529,75.57,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,48.69
1,7,9,0,437,0,8.89,8.89,2.16,2,2.97,29.74,0,3.396099555390232,51.88,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,365,0,218,0,3.0,3.0,0.0,8,5.61,76.96,6,1.0524948150154338,72.44,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,19,0,291,0,5.48,5.48,0.37,1,3.89,52.83,0,5.053946446071317,61.86,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,24,0,351,0,3.9,3.9,0.32,2,7.82,40.39,0,6.9324091168904864,78.08,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,51,0,327,327,7.47,7.47,0.76,2,1.3,67.07,2,2.862680794298805,77.33,327,2442.69,0,425.1,1090.0,16350,81.75,100.0,0.174,4.95
1,5,5,0,231,0,4.5,4.5,0.23,2,3.85,101.94,0,1.049637016258678,63.1,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,11,0,329,0,6.42,6.42,1.56,2,6.0,13.39,0,16.57953654278326,64.0,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,45,0,416,0,1.65,1.65,0.24,2,2.84,40.77,0,2.918812819815392,58.96,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,514,243,193,37,4.87,4.87,0.0,10,3.06,39.12,6,4.856850848355736,49.33,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,1.0
0,3,373,0,322,0,5.6,5.6,0.93,7,4.38,40.26,0,7.774466295310073,58.22,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,44,0,133,0,2.09,2.09,0.39,2,7.92,69.71,0,1.2193372703534158,77.78,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,35,0,292,0,1.84,1.84,0.12,2,7.0,14.94,0,16.934404759435008,76.8,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,12,0,222,222,6.94,6.94,0.99,2,3.36,53.07,2,2.6757113400520502,79.16,222,1540.68,0,745.92,740.0,11100,55.5,100.0,0.484,4.27
0,4,519,412,315,0,18.86,18.86,0.0,11,3.29,62.36,0,3.8486208731717166,31.41,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,34,0,452,452,7.31,7.31,1.25,1,3.46,31.45,1,8.171700914641875,83.84,452,3304.12,0,1563.92,1506.67,22600,113.0,100.0,0.473,14.58
1,6,545,82,263,0,15.7,15.7,2.43,12,5.12,70.34,2,2.2177993761988044,54.46,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,3,0,168,0,5.58,5.58,0.9,2,6.65,57.23,0,2.533636225053409,67.6,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
0,4,640,45,83,13,10.19,6.83,1.9,8,6.21,43.11,7,1.7861284831786983,63.84,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.3
1,5,12,0,276,0,6.92,6.92,0.75,2,3.08,27.43,0,2.8071454299426613,54.82,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,587,196,105,0,7.15,7.15,1.09,10,4.21,31.36,3,2.487244849550581,43.48,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,9,0,203,0,4.23,4.23,0.61,2,3.4,68.96,0,1.7111369136686867,57.5,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
0,2,388,338,428,0,73.05,73.05,15.63,7,3.62,89.71,2,4.637164243065998,19.63,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,398,315,361,0,2.61,2.61,0.4,9,5.96,54.39,1,6.122449048296494,38.18,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,7,0,177,0,1.82,1.82,0.45,1,6.08,11.09,0,5.139765483835349,69.82,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,47,0,187,0,2.45,2.45,0.37,2,1.89,76.23,0,1.1412829092062058,53.86,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,483,159,200,0,7.73,7.73,1.24,10,5.39,67.19,1,0.610209830484148,48.39,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,14,0,455,0,4.58,4.58,0.73,2,3.64,12.97,0,9.252120087079213,57.26,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,700,437,192,104,6.48,6.48,0.87,8,2.44,44.72,6,3.3989265619615323,40.6,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,2.42
1,7,6,0,468,0,3.24,3.24,0.78,1,3.19,71.86,0,4.898413540359667,54.96,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,3,0,101,0,7.61,7.61,0.81,1,4.81,29.33,0,1.0910330747780164,61.14,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,5,0,188,0,4.61,4.61,0.56,1,4.06,8.74,0,18.764302550893365,60.64,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,7,0,476,0,3.64,3.64,0.5,2,3.74,32.11,0,6.508875615923314,59.96,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,571,164,398,967,2.45,2.17,0.37,13,5.73,19.1,9,15.026177710364822,87.73,0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,50.89
1,0,14,0,467,0,2.31,2.31,0.28,2,5.65,13.27,0,10.097964987002143,69.8,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,5,0,111,0,6.45,6.45,1.23,1,3.95,39.09,0,1.9442312536028103,55.8,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,573,37,295,39,9.73,6.47,1.81,8,3.16,80.13,6,0.848621019977627,52.98,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.49
1,4,636,295,227,155,17.06,17.06,0.0,10,5.4,24.63,7,3.816484092688628,76.89,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,3.97
1,3,538,396,208,853,3.27,3.27,0.0,13,4.85,3.93,9,41.98473211125109,69.96,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,284.33
1,7,12,0,435,0,4.03,4.03,0.53,1,5.97,5.09,0,74.06679542206363,68.58,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
0,6,555,358,93,73,15.24,15.24,2.73,7,2.58,11.46,0,3.7521814883826905,54.52,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,6.64
0,3,473,371,214,0,5.63,5.63,0.0,9,3.98,68.7,2,2.4454149557905995,34.55,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,27,0,326,0,3.39,3.39,0.53,1,8.28,37.11,0,4.580975402964013,77.82,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,300,100,269,327,7.39,7.39,1.35,13,6.39,12.63,1,4.513064092123579,82.23,0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,27.25
0,2,321,143,429,1261,57.08,57.08,15.92,10,4.62,18.78,1,21.77848695665068,70.66,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,66.37
1,3,557,443,407,1725,7.87,7.87,1.07,7,4.41,19.46,0,10.020555456017089,55.83,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,101.47
1,1,55,0,425,0,6.46,6.46,0.52,1,7.54,22.91,0,15.800960384593418,74.96,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,511,390,342,180,5.17,5.17,0.54,7,4.92,54.85,4,1.367365580427243,53.39,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,3.27
0,3,501,204,64,0,1.08,1.08,0.11,9,7.66,34.56,2,0.4050925764956598,63.25,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,44,0,181,0,2.05,2.05,0.29,2,5.91,21.28,0,2.1146615859011804,70.74,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,463,325,55,0,9.37,9.37,1.21,9,3.04,57.25,1,0.8209606986899564,24.08,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
0,2,618,317,371,1413,82.4,82.4,16.65,9,5.48,16.39,2,19.89017767785241,71.4,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,88.31
1,4,548,248,112,0,6.33,6.33,0.0,13,6.35,44.57,8,2.288534904608603,57.3,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,30,0,463,0,9.07,9.07,0.77,2,4.75,67.13,0,4.468941043859871,61.3,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,700,89,334,1331,2.96,2.15,0.46,7,1.96,18.46,3,15.547129698473585,78.15,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,73.94
1,5,11,0,472,0,5.47,5.47,0.61,1,4.26,27.05,0,5.471349507368148,60.94,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,347,119,371,907,7.57,7.57,1.27,12,1.17,17.38,7,13.751439099002702,60.96,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,53.35
1,0,52,0,202,0,5.11,5.11,0.0,1,6.54,58.24,0,3.399725176745779,76.16,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,7,0,451,0,0.95,0.95,0.16,1,5.52,5.8,0,26.551723264769084,70.48,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,9,0,417,0,2.13,2.13,0.47,2,5.04,58.36,0,7.111034881078971,65.46,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,10,0,115,115,1.3,1.3,0.27,1,5.7,30.14,1,3.616456609399799,93.1,115,149.5,2,655.5,383.33,5750,28.75,100.0,4.385,3.83
1,3,716,350,205,291,6.47,6.47,0.83,13,4.99,15.74,10,12.134688867688048,72.11,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,19.4
1,1,8,0,379,0,9.24,9.24,0.75,2,4.96,74.31,1,2.960570679961725,62.34,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
0,2,584,13,260,0,82.67,82.67,20.09,7,6.66,66.99,0,3.1497239398199173,65.75,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,51,0,161,0,5.22,5.22,0.43,1,1.52,19.71,0,3.196347180433447,51.78,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,13,0,114,0,2.21,2.21,0.24,1,6.18,67.15,0,0.551005199690734,72.32,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,36,0,326,0,1.55,1.55,0.0,2,7.47,78.4,0,3.992346861073497,79.88,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,4,498,379,62,0,16.04,16.04,3.99,13,6.66,65.15,0,0.7367613027750034,36.2,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
0,4,505,121,481,0,2.79,2.79,0.65,11,5.0,74.64,3,3.510182236635118,53.92,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,52,0,456,0,6.63,6.63,0.53,1,8.36,65.09,0,2.750038563080996,78.14,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,537,130,413,1801,2.63,2.21,0.0,13,5.34,2.03,8,120.68965687337872,91.68,1541,4052.83,2,8228.94,5136.67,77050,385.25,100.0,2.03,900.5
1,4,428,0,412,0,16.65,16.65,2.55,11,6.77,13.4,8,28.134329159133944,67.08,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,57,0,415,0,7.17,7.17,1.22,1,3.62,43.73,0,8.849759982874426,54.48,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,11,0,479,0,8.52,8.52,0.45,2,1.66,5.55,0,29.189188186054807,52.14,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,4,340,212,167,35,10.87,10.87,1.69,13,7.08,22.07,7,4.077933903239088,53.38,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,1.67
1,7,9,0,141,0,3.39,3.39,0.57,1,6.14,82.16,0,0.7546250880779015,68.86,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,2,392,196,260,77,46.14,46.14,9.46,10,8.6,61.13,7,3.9424177292498537,62.23,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,1.31
1,6,540,323,77,33,3.35,3.35,0.96,10,3.57,11.21,6,6.512042796751587,48.75,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,3.0
1,0,37,0,212,0,8.84,8.84,1.56,1,2.86,27.45,0,7.067395067686903,51.44,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,22,0,329,0,2.39,2.39,0.2,1,4.74,28.25,0,8.353982300884956,66.96,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,612,444,332,247,8.67,8.67,1.56,8,6.29,36.38,0,8.658603374151012,66.14,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,6.86
1,3,386,21,197,318,1.65,1.08,0.0,7,7.36,22.21,0,8.644754971387194,100.0,0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,14.45
1,0,36,0,276,0,8.24,8.24,1.41,2,4.68,75.36,0,0.8757961712507489,58.72,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,31,0,268,0,7.66,7.66,0.65,1,7.66,59.24,0,2.819041108513388,74.14,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,33,0,336,0,9.31,9.31,0.99,2,4.95,34.11,0,5.364995506463401,59.9,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,605,183,72,0,6.25,6.25,0.86,7,7.97,32.26,3,1.6119033696691347,61.18,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,6,344,36,493,0,16.94,16.94,4.15,12,4.75,68.19,1,4.824754190069145,54.81,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,4,0,316,0,2.34,2.34,0.36,1,4.19,78.38,0,3.699923579511912,63.16,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,29,0,173,0,6.34,6.34,0.76,2,6.53,67.7,0,0.6794682728740415,68.52,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,42,0,212,0,5.71,5.71,1.03,2,3.82,35.06,0,1.9680546861747912,55.28,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,7,0,489,489,7.46,7.46,0.0,2,6.66,30.74,2,5.530253782230795,100.0,489,3647.94,0,3256.74,1630.0,24450,122.25,100.0,0.893,16.3
1,0,5,0,201,0,9.5,9.5,1.48,1,2.28,65.98,0,2.4098210353196547,49.12,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,524,113,203,33,6.46,5.27,0.96,12,6.51,16.35,3,10.397553274229248,70.19,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,2.06
1,7,8,0,178,0,6.25,6.25,1.2,2,2.49,18.96,1,3.533755444897138,49.96,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,2,337,243,279,1273,46.94,46.94,17.9,8,7.69,8.8,4,29.7727266274208,71.92,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,141.44
1,0,51,0,446,0,6.61,6.61,0.81,1,0.0,15.33,0,14.546640646433175,41.9,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,17,0,424,0,6.33,6.33,1.07,2,3.15,18.11,0,16.510214794200145,52.6,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
0,2,527,0,186,0,98.28,98.28,25.44,7,1.27,31.32,0,3.448275895668272,45.08,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,307,0,308,0,9.29,9.29,1.6,12,2.12,17.84,7,14.686098529096368,48.48,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,4,389,76,182,0,14.32,14.32,2.34,7,7.15,63.17,0,0.997308878045387,60.79,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,56,0,436,0,1.61,1.61,0.12,1,1.56,14.59,0,19.533927143204885,55.04,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,551,490,489,2461,7.42,7.42,1.31,9,3.75,7.77,2,45.30244541365194,49.43,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,307.62
1,1,41,0,122,0,3.37,3.37,0.21,2,6.55,17.78,0,6.299212355156025,74.1,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,23,0,86,0,9.74,9.74,0.0,1,6.39,59.13,0,1.3360392114486077,75.56,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,9,0,65,0,9.4,9.4,1.57,2,5.62,77.52,0,0.4385965102210959,62.48,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,10,0,176,0,0.77,0.77,0.08,1,2.34,66.35,0,2.260738559903742,58.56,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,4,0,344,0,2.37,2.37,0.28,1,6.74,29.97,0,9.976643538552468,74.16,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,325,0,99,0,6.03,6.03,1.01,10,2.66,69.09,7,0.6802721449013026,50.64,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,341,157,122,0,2.74,2.74,0.54,7,2.01,39.62,0,1.691065164216367,34.22,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,365,182,448,785,0.54,0.54,0.06,8,4.48,43.58,8,3.6943550535895793,77.37,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,17.44
1,1,14,0,128,0,9.0,9.0,0.0,1,1.49,45.58,0,2.4352785331476925,55.96,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,6,523,22,115,0,7.87,7.87,1.9,7,7.81,21.05,0,1.852731658599624,69.56,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,2,543,305,209,0,52.06,52.06,12.44,12,3.8,40.21,4,3.307634991997769,32.73,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
0,3,649,542,436,1370,9.15,9.15,1.13,10,5.92,22.08,7,11.1413043863231,60.27,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,62.27
1,5,14,0,117,0,5.35,5.35,0.33,1,5.61,29.51,0,3.693663136380468,69.14,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,371,0,87,0,1.11,1.11,0.18,8,3.35,51.52,6,0.8152173840610073,61.6,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,331,141,304,0,3.55,3.55,0.51,11,3.39,73.9,0,2.5304464971426937,41.42,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,4,500,347,324,545,14.3,14.3,2.91,9,2.63,25.26,6,4.631828936653147,52.76,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,22.71
1,1,35,0,134,0,7.07,7.07,0.36,1,4.84,54.82,0,1.842393297377852,65.76,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,6,638,100,459,2964,2.24,1.7,0.58,8,6.0,3.02,6,117.2185437866776,91.93,2664,5967.36,2,15984.0,8880.0,133200,666.0,100.0,2.679,988.0
1,1,10,0,168,0,4.51,4.51,0.0,1,5.29,39.71,0,1.7627801967734442,71.16,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,9,0,91,0,8.51,8.51,1.15,1,3.39,31.75,0,1.2598425196850394,53.56,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,37,0,136,0,9.77,9.77,0.57,1,7.52,59.76,0,1.7904953648809745,74.38,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,3,662,272,223,0,5.07,5.07,0.7,12,4.67,45.53,7,4.1291457289800375,45.24,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,4,0,358,0,6.88,6.88,0.86,2,5.21,40.29,0,2.1345246474505912,62.24,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
0,4,618,470,84,0,5.93,5.93,1.42,12,4.8,47.13,7,0.5728835007021941,28.78,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,4,560,437,483,11,17.37,17.37,3.53,8,4.32,59.55,0,6.5827036947473445,27.17,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.18
1,3,514,10,154,154,7.38,7.38,0.86,12,6.67,11.41,12,8.851884430384782,97.3,44,324.72,2,293.48,146.67,2200,11.0,100.0,0.904,14.0
1,3,340,8,480,201,9.02,5.62,1.17,10,3.03,39.17,5,10.467194770640951,81.18,0,0.0,2,0.0,0.0,0,0.0,0.0,0.0,5.15
1,5,4,0,142,142,8.58,8.58,0.55,1,3.62,52.19,1,2.6441847792917264,75.06,142,1218.36,0,514.04,473.33,7100,35.5,100.0,0.422,2.68
1,5,5,0,301,0,1.92,1.92,0.12,2,6.96,42.39,0,3.632932347661381,76.64,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,5,11,0,129,0,4.55,4.55,0.47,1,6.17,75.95,0,1.672152799249577,69.98,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,6,0,260,0,4.08,4.08,0.77,2,6.44,21.49,0,9.213587813346807,68.06,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,37,0,408,0,7.98,7.98,1.54,2,3.12,54.56,0,3.372433932710168,52.48,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,7,14,0,236,0,1.44,1.44,0.16,2,4.74,73.71,0,1.7772351326428892,67.36,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,38,0,425,0,1.65,1.65,0.08,2,1.65,31.5,0,3.2063492063492065,55.8,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,20,0,347,0,6.98,6.98,0.64,2,5.0,73.68,0,3.026601507550957,63.6,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,2,474,400,114,403,40.05,40.05,12.7,11,8.13,3.38,11,26.92307601150842,68.76,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,134.33
1,3,675,570,181,0,8.65,8.65,1.64,8,0.89,44.47,2,2.698448318101995,9.78,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,6,425,47,497,124,17.66,12.55,2.66,11,0.6,42.77,6,11.339723984313451,55.28,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,2.88
1,7,5,0,446,0,4.2,4.2,0.92,1,3.96,24.77,0,11.465482226544964,56.64,0,0.0,3,0.0,0.0,0,0.0,0.0,0.0,0.0
1,0,24,0,385,0,9.1,9.1,0.0,1,7.13,17.46,0,5.211913217162032,78.52,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,55,0,80,0,1.27,1.27,0.12,1,4.34,12.49,0,5.9247399004055525,66.16,0,0.0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
